name,handle,public_date,raw_body,body_text,summary_text,sources,industry_ids,,,
david keyes,@DavidKeyesPMO,11-Sep-18,"<div class=""info-body"">
<p>Publicly reported
              September 11, 2018</p>
<p>A woman has said he sexually assaulted her, and three others have said he tried to bully them into sex. He has resigned as Netanyahu’s spokesperson.</p>
</div>","Publicly reported.        September 11, 2018. A woman has said he sexually assaulted her, and three others have said he tried to bully them into sex. He has resigned as Netanyahu’s spokesperson.","A woman has said he sexually assaulted her, and three others have said he tried to bully them into sex. He has resigned as Netanyahu’s spokesperson",['https://www.nytimes.com/2018/09/13/world/middleeast/david-keyes-netanyahu-israel.html'],politics,,,
tom frieden,@DrTomFrieden,24-Aug-18,"<div class=""info-body"">
<p>Publicly reported
              August 24, 2018</p>
<p>A woman reported that he groped her. He has been charged with sexual abuse, forcible touching, and harassment.</p>
</div>","Publicly reported.        August 24, 2018. A woman reported that he groped her. He has been charged with sexual abuse, forcible touching, and harassment.","A woman reported that he groped her. He has been charged with sexual abuse, forcible touching, and harassment","['https://www.reuters.com/article/us-people-thomas-frieden/former-cdc-director-frieden-arrested-for-sexual-abuse-idUSKCN1L91PV', 'http://www.nydailynews.com/new-york/ny-metro-thomas-frieden-busted-groping-20180824-story.html']",politics,,,
nick sauer,,1-Aug-18,"<div class=""info-body"">
<p>Publicly reported
              August  1, 2018</p>
<p>An ex-girlfriend has said he posted nude photos of her on a fake Instagram account without her consent. He has resigned.</p>
</div>","Publicly reported.        August 1, 2018. An ex-girlfriend has said he posted nude photos of her on a fake Instagram account without her consent. He has resigned.",An ex-girlfriend has said he posted nude photos of her on a fake Instagram account without her consent. He has resigned,"['https://www.politico.com/story/2018/08/01/illinois-lawmaker-nude-photos-754563', 'https://chicago.suntimes.com/columnists/lake-county-politics-nick-sauer-republican-party-candidates/']",politics,,,
corey coleman,@TheCoreyColeman,30-Jul-18,"<div class=""info-body"">
<p>Publicly reported
              July 30, 2018</p>
<p>He is under investigation in connection with allegations that he sexually harassed an employee and created an environment in which women were hired as possible sex partners for male employees. He has resigned from FEMA.</p>
</div>","Publicly reported.        July 30, 2018. He is under investigation in connection with allegations that he sexually harassed an employee and created an environment in which women were hired as possible sex partners for male employees. He has resigned from FEMA.",He is under investigation in connection with allegations that he sexually harassed an employee and created an environment in which women were hired as possible sex partners for male employees. He has resigned from FEMA,"['https://www.washingtonpost.com/politics/fema-official-harassed-women-hired-some-as-possible-sexual-partners-for-male-employees-agency-chief-says/2018/07/30/964da518-9403-11e8-80e1-00e80e1fdf43_story.html?utm_term=.8feb29dc11f9', 'https://www.washingtonpost.com/politics/lawyers-for-ex-fema-official-deny-misconduct-claims-amid-reports-of-past-complaints/2018/08/02/52d9785e-964f-11e8-810c-5fa705927d54_story.html?utm_term=.b182fd5f90b3']",politics,,,
mel watt,,27-Jul-18,"<div class=""info-body"">
<p>Publicly reported
              July 27, 2018</p>
<p>An employee has said he sexually harassed her. He is under investigation.</p>
</div>","Publicly reported.        July 27, 2018. An employee has said he sexually harassed her. He is under investigation.",An employee has said he sexually harassed her. He is under investigation,"['https://www.washingtonpost.com/business/2018/09/27/world-watches-kavanaugh-senate-hearing-house-will-hear-another-metoo-story/?utm_term=.6010e94fbbba', 'https://www.politico.com/story/2018/07/27/federal-housing-chief-sexual-harassment-investigation-714779']",politics,,,
curtis hill,@CurtisHill_IN,2-Jul-18,"<div class=""info-body"">
<p>Publicly reported
              July  2, 2018</p>
<p>A lawmaker, two staffers, and another woman have said he touched them inappropriately. He is under criminal investigation.</p>
</div>","Publicly reported.        July 2, 2018. A lawmaker, two staffers, and another woman have said he touched them inappropriately. He is under criminal investigation.","A lawmaker, two staffers, and another woman have said he touched them inappropriately. He is under criminal investigation","['https://www.indystar.com/story/news/politics/2018/07/02/indiana-attorney-general-curtis-hill-groping-allegations/751561002/', 'https://www.indystar.com/story/news/politics/2018/07/31/lawmakers-wont-change-memo-detailing-allegations-against-hill/868706002/', 'https://www.indystar.com/story/news/politics/2018/07/24/curtis-hill-indiana-attorney-general-special-prosecutor-appointed/826870002/']",politics,,,
eric schneiderman,@agschneiderman,7-May-18,"<div class=""info-body"">
<p>Publicly reported
              May  7, 2018</p>
<p>Multiple women have said he physically abused them, in some cases during sex. He has resigned. After an investigation, prosecutors announced he would not face criminal charges.</p>
</div>","Publicly reported.        May 7, 2018. Multiple women have said he physically abused them, in some cases during sex. He has resigned. After an investigation, prosecutors announced he would not face criminal charges.","Multiple women have said he physically abused them, in some cases during sex. He has resigned. After an investigation, prosecutors announced he would not face criminal charges","['https://www.newyorker.com/news/news-desk/four-women-accuse-new-yorks-attorney-general-of-physical-abuse', 'https://www.nytimes.com/2018/05/13/nyregion/singas-schneiderman-prosecutor.html', 'https://www.cnn.com/2018/11/08/politics/no-charges-for-former-ny-ag-schneiderman/index.html']",politics,,,
clay johnson,,4-May-18,"<div class=""info-body"">
<p>Publicly reported
              May  4, 2018</p>
<p>Two women have said he sexually assaulted them, and others have said he made inappropriate sexual comments.</p>
</div>","Publicly reported.        May 4, 2018. Two women have said he sexually assaulted them, and others have said he made inappropriate sexual comments.","Two women have said he sexually assaulted them, and others have said he made inappropriate sexual comments",['https://www.huffingtonpost.com/entry/clay-johnson-attempted-rape-dean-campaign_us_5aebb6d7e4b0c4f1932090ac?pdb'],politics,,,
benton strong,@bentonstrong,23-Apr-18,"<div class=""info-body"">
<p>Publicly reported
              April 23, 2018</p>
<p>Two women have reported that he made inappropriate comments or sent unwanted, sexually explicit text messages. Another woman reported that he harassed and assaulted her after a breakup in college. He has resigned from his job with the city of Seattle.</p>
</div>","Publicly reported.        April 23, 2018. Two women have reported that he made inappropriate comments or sent unwanted, sexually explicit text messages. Another woman reported that he harassed and assaulted her after a breakup in college. He has resigned from his job with the city of Seattle.","Two women have reported that he made inappropriate comments or sent unwanted, sexually explicit text messages. Another woman reported that he harassed and assaulted her after a breakup in college. He has resigned from his job with the city of Seattle",['https://www.buzzfeed.com/sarahmimms/inside-a-divisive-fight-over-how-a-top-progressive-think?utm_term=.ovxDYDMne#.vp8QvQOwn'],politics,,,
benjamin sparks,,4-Apr-18,"<div class=""info-body"">
<p>Publicly reported
              April  4, 2018</p>
<p>Sparks’s ex-fiancée has said that he sexually enslaved and battered her. He has been fired from the consulting firm where he was the political affairs director and has been charged with misdemeanor domestic battery.</p>
</div>","Publicly reported.        April 4, 2018. Sparks’s ex-fiancée has said that he sexually enslaved and battered her. He has been fired from the consulting firm where he was the political affairs director and has been charged with misdemeanor domestic battery.",Sparks’s ex-fiancée has said that he sexually enslaved and battered her. He has been fired from the consulting firm where he was the political affairs director and has been charged with misdemeanor domestic battery,"['https://www.reviewjournal.com/news/politics-and-government/nevada/woman-says-las-vegas-gop-campaign-adviser-made-her-his-sex-slave/', 'https://www.reviewjournal.com/news/politics-and-government/nevada/charges-filed-against-gop-consultant-who-made-woman-his-sex-slave/']",politics,,,
nicholas kettle,,19-Feb-18,"<div class=""info-body"">
<p>Publicly reported
              February 19, 2018</p>
<p>He has been charged with video voyeurism for allegedly sending nude photos of a woman without her knowledge, and with extorting sex from a teenage state House page. He has resigned.</p>
</div>","Publicly reported.        February 19, 2018. He has been charged with video voyeurism for allegedly sending nude photos of a woman without her knowledge, and with extorting sex from a teenage state House page. He has resigned.","He has been charged with video voyeurism for allegedly sending nude photos of a woman without her knowledge, and with extorting sex from a teenage state House page. He has resigned","['http://wpri.com/2018/02/19/affidavit-sen-kettle-sent-nude-photos-of-girlfriend-to-married-friend/', 'http://www.providencejournal.com/news/20180219/ri-senator-charged-with-2-counts-of-extorting-sex-from-former-state-house-page', 'http://wpri.com/2018/02/22/facing-expulsion-sen-kettle-says-hell-resign/']",politics,,,
ed crane,@EdwardHCrane,8-Feb-18,"<div class=""info-body"">
<p>Publicly reported
              February  8, 2018</p>
<p>Multiple woman say he sexually harassed them, and others say he made inappropriate comments about women’s bodies and clothing in the workplace.</p>
</div>","Publicly reported.        February 8, 2018. Multiple woman say he sexually harassed them, and others say he made inappropriate comments about women’s bodies and clothing in the workplace.","Multiple woman say he sexually harassed them, and others say he made inappropriate comments about women’s bodies and clothing in the workplace",['https://www.politico.com/story/2018/02/08/ed-crane-cato-institute-sexual-harassment-398989?utm_content=buffer16e91&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer'],politics,,,
